Date,eq_buyhold,eq_strat
2021-03-22,0.9438983408307242,1.0
2021-03-23,0.9937665229623562,1.0
2021-03-24,0.9563653863636322,1.0
2021-03-25,0.9956844807210079,1.0
2021-03-26,1.0050347420062837,1.0
2021-03-29,0.9870534421630238,1.0
2021-03-30,0.9717094142633279,1.0
2021-03-31,1.0031167842476318,1.0
2021-04-01,0.9657156476489078,1.0
2021-04-05,0.9757852231190961,1.0
2021-04-06,0.9796212300940201,1.0
2021-04-07,0.978662205485884,1.0
2021-04-08,0.974346686206892,0.9945903893551816
2021-04-09,0.9805802547021563,1.0009534707968735
2021-04-12,0.9925677879309961,1.0131900653378727
2021-04-13,1.0318868822883718,1.0533260804951015
2021-04-14,1.0374011365987237,1.0589549027810243
2021-04-15,1.0352433769592277,1.056752312029332
2021-04-16,1.0385998716300837,1.0601785435635627
2021-04-19,1.024694380642592,1.0459841424420633
2021-04-20,1.001438536912204,1.022245119158026
2021-04-21,1.0091105508620521,1.030076532195641
2021-04-22,1.0179812998432598,1.0391315860157944
2021-04-23,1.014864607053248,1.0359501386527559
2021-04-26,1.0335651296237998,1.034914188514103
2021-04-27,1.0436346136363674,1.034914188514103
2021-04-28,1.0611364011755593,1.034914188514103
2021-04-29,1.0374011365987237,1.034914188514103
2021-04-30,1.0544234118338474,1.034914188514103
2021-05-03,1.0757612063479634,1.034914188514103
2021-05-04,1.0707264643416794,1.0290357031807436
2021-05-05,1.0647326977272595,1.0232753152122225
2021-05-06,1.0652122100313277,1.0237361567972896
2021-05-07,1.0664109450626875,1.0227124206404923
2021-05-10,1.0757612063479634,1.0306568220674348
2021-05-11,1.0841525344827236,1.0386963196225267
2021-05-12,1.0503476944356998,1.0376576233029042
2021-05-13,1.0719251993730394,1.0376576233029042
2021-05-14,1.0882282518808712,1.0376576233029042
2021-05-17,1.0750419836206715,1.0376576233029042
2021-05-18,1.0412371435736476,1.0376576233029042
2021-05-19,1.0184608121473275,1.0376576233029042
2021-05-20,1.0477104224921354,1.0376576233029042
2021-05-21,1.0793575028996634,1.0376576233029042
2021-05-24,1.0769599413793232,1.0376576233029042
2021-05-25,1.0836730221786552,1.0376576233029042
2021-05-26,1.092064258855795,1.0376576233029042
2021-05-27,1.0889474746081629,1.0376576233029042
2021-05-28,1.1107648728839672,1.0376576233029042
2021-06-01,1.124430653448235,1.0493863050976633
2021-06-02,1.1261089007836629,1.0509525464349694
2021-06-03,1.1330616005485985,1.057441223966487
2021-06-04,1.1333014024294428,1.0576650215025314
2021-06-07,1.1479262076018468,1.0713137691737
2021-06-08,1.140733705956067,1.064601294106138
2021-06-09,1.146727472570487,1.0701950375547318
2021-06-10,1.1524814373040626,1.075564983467281
2021-06-11,1.1584752039184827,1.0811587269158747
2021-06-14,1.1742987441222468,1.0959262062060118
2021-06-15,1.1687844898118949,1.0907799724757559
2021-06-16,1.151762214576771,1.0748937615666503
2021-06-17,1.1594342285266188,1.08205374635255
2021-06-18,1.183409294984299,1.1044287201469245
2021-06-21,1.1848477404388826,1.1033242914267776
2021-06-22,1.192040333542283,1.108918673868868
2021-06-23,1.1949173159090707,1.1078097551949992
2021-06-24,1.2047470894984145,1.1078097551949992
2021-06-25,1.1877248142632908,1.1078097551949992
2021-06-28,1.1961160509404305,1.1078097551949992
2021-06-29,1.1958763405172066,1.1064799322454655
2021-06-30,1.2136178384796223,1.1228951842228536
2021-07-01,1.2210501420062465,1.1297718941500776
2021-07-02,1.1963558528212748,1.1069235991395583
2021-07-06,1.1666267301723987,1.1058166755404186
2021-07-07,1.1872453019592226,1.1058166755404186
2021-07-08,1.2085830964733386,1.1058166755404186
2021-07-09,1.2061856264106188,1.1058166755404186
2021-07-12,1.2263246858933747,1.1058166755404186
2021-07-13,1.1915608212382147,1.1058166755404186
2021-07-14,1.1757372810344509,1.1058166755404186
2021-07-15,1.1781347510971707,1.1058166755404186
2021-07-16,1.0990170500783512,1.1058166755404186
2021-07-19,1.115080300705339,1.1058166755404186
2021-07-20,1.1572764688871229,1.1058166755404186
2021-07-21,1.1788539738244626,1.1058166755404186
2021-07-22,1.186046566927863,1.1058166755404186
2021-07-23,1.1908415070533027,1.1058166755404186
2021-07-26,1.186046566927863,1.1058166755404186
2021-07-27,1.192040333542283,1.1058166755404186
2021-07-28,1.2140973507836905,1.1251724294945822
2021-07-29,1.2145768630877587,1.1256168205673347
2021-07-30,1.1790937757053068,1.0927326440140206
2021-08-02,1.1711819598746147,1.0854003184519991
2021-08-03,1.1316231550940152,1.0487389449186841
2021-08-04,1.1532006600313547,1.0687360346389658
2021-08-05,1.1404939040752229,1.05695996786728
2021-08-06,1.1172380603448349,1.0559030078994127
2021-08-09,1.143131176018787,1.0559030078994127
2021-08-10,1.157995691614415,1.0559030078994127
2021-08-11,1.153200660031355,1.0559030078994127
2021-08-12,1.1371374094043671,1.0559030078994127
2021-08-13,1.1277871481190913,1.0559030078994127
2021-08-16,1.1167586394983875,1.0559030078994127
2021-08-17,1.0884680537617155,1.0280981606541033
2021-08-18,1.0733637362852435,1.0138315765666515
2021-08-19,1.0412371435736476,0.9834868266580741
2021-08-20,1.099256760501575,0.982503339831416
2021-08-23,1.135698872492163,0.982503339831416
2021-08-24,1.1462479602664193,0.982503339831416
2021-08-25,1.1383361444357272,0.982503339831416
2021-08-26,1.1543994865203353,0.982503339831416
2021-08-27,1.1603932531347552,0.982503339831416
2021-08-30,1.1517622145767712,0.9742129482506589
2021-08-31,1.149124942633207,0.971982223502997
2021-09-01,1.173579521394955,0.9926670202190143
2021-09-02,1.1666267301723987,0.9867860326768186
2021-09-03,1.151762214576771,0.9857992466441419
2021-09-07,1.1649484828369707,0.9960996427184038
2021-09-08,1.1448094233542148,0.9788795593833837
2021-09-09,1.1699832248432545,1.0004046440017442
2021-09-10,1.1862862773510863,1.0143447151873155
2021-09-13,1.1822105599529384,1.0108597364917518
2021-09-14,1.2152960858150499,1.0391498119551248
2021-09-15,1.2155358876958942,1.039354856702898
2021-09-16,1.206425336833842,1.0383155018461951
2021-09-17,1.189163259717874,1.0224205004672
2021-09-20,1.1886838388714265,1.0220083033212206
2021-09-21,1.2102613438087662,1.040560241599319
2021-09-22,1.2318389402037262,1.0591122585109818
2021-09-23,1.2423879365203618,1.0580531462524707
2021-09-24,1.2685207626175379,1.0580531462524707
2021-09-27,1.256293518965474,1.0580531462524707
2021-09-28,1.2543754697492018,1.0580531462524707
2021-09-29,1.260129525940398,1.0618485818770294
2021-09-30,1.2769119992946774,1.0759903388669163
2021-10-01,1.3064014115203295,1.100839602301822
2021-10-04,1.3337329726488654,1.1238705517616903
2021-10-05,1.2984895956896374,1.0941727079493362
2021-10-06,1.3272596937303773,1.0930785352413868
2021-10-07,1.3298969656739414,1.0930785352413868
2021-10-08,1.3469192409090651,1.0930785352413868
2021-10-11,1.3452409935736371,1.0906234922442344
2021-10-12,1.346439728604997,1.0915953393648785
2021-10-13,1.362023558385537,1.0905037440255136
2021-10-14,1.3701750846394527,1.0905037440255136
2021-10-15,1.3656197634796163,1.0905037440255136
2021-10-18,1.3766482721003201,1.0905037440255136
2021-10-19,1.3934308369122201,1.0905037440255136
2021-10-20,1.3764085616770965,1.0760915493988106
2021-10-21,1.3912730772727242,1.087712793311208
2021-10-22,1.3864781371472845,1.0839640556961414
2021-10-25,1.4013426527429125,1.0955852996085391
2021-10-26,1.3641813180250328,1.0665321540762518
2021-10-27,1.3761688512538728,1.0654656219221756
2021-10-28,1.3701750846394527,1.0654656219221756
2021-10-29,1.3792855440438843,1.0654656219221756
2021-11-01,1.3792855440438843,1.0654656219221756
2021-11-02,1.3267801814263087,1.0654656219221756
2021-11-03,1.3167106059561207,1.0654656219221756
2021-11-04,1.3557899898902726,1.0654656219221756
2021-11-05,1.3687365477272486,1.0654656219221756
2021-11-08,1.3898346318181407,1.0654656219221756
2021-11-09,1.3502757355799206,1.0654656219221756
2021-11-10,1.3478782655172008,1.0654656219221756
2021-11-11,1.3421242093260046,1.0654656219221756
2021-11-12,1.3442819689655008,1.0654656219221756
2021-11-15,1.3473987532131328,1.0654656219221756
2021-11-16,1.318628655172393,1.041649986516706
2021-11-17,1.3318149234325927,1.0406083365301892
2021-11-18,1.2893790448275848,1.0406083365301892
2021-11-19,1.305442386912193,1.0406083365301892
2021-11-22,1.3473987532131328,1.0406083365301892
2021-11-23,1.339726739263285,1.0406083365301892
2021-11-24,1.1898825739027858,1.0406083365301892
2021-11-26,1.2028290402821413,1.0406083365301892
2021-11-29,1.1486454303291378,1.0406083365301892
2021-11-30,1.12778714811909,1.0406083365301892
2021-12-01,1.15775598119119,1.0406083365301892
2021-12-02,1.150803189968634,1.0406083365301892
2021-12-03,1.2109805665360573,1.0406083365301892
2021-12-06,1.2368736822100093,1.0406083365301892
2021-12-07,1.256772939811921,1.0406083365301892
2021-12-08,1.2232079016457413,1.0406083365301892
2021-12-09,1.247422678526645,1.0406083365301892
2021-12-10,1.233277385658309,1.0277676303320127
2021-12-13,1.220810340125401,1.017378056993847
2021-12-14,1.237592904937301,1.0313640240343542
2021-12-15,1.243586671551721,1.0363590068190076
2021-12-16,1.2174538454545452,1.0145808788292234
2021-12-17,1.1963558528212737,0.9969985943037636
2021-12-20,1.2363941699059413,1.0303650427209015
2021-12-21,1.2582114767241253,1.048546777008344
2021-12-22,1.2737953065046654,1.0615337627353982
2021-12-23,1.3071206342476211,1.0893058548232886
2021-12-27,1.3107168393417008,1.0882165489684652
2021-12-28,1.3205467043886654,1.0952895320754088
2021-12-29,1.321026125235113,1.0956871739254301
2021-12-30,1.3032846272726972,1.0809719980539587
2021-12-31,1.3145529377742455,1.0903181745242827
2022-01-03,1.3327739480407295,1.1054310681026718
2022-01-04,1.3289379410658055,1.102249402304227
2022-01-05,1.3639415161441892,1.1312821121971484
2022-01-06,1.358666972257061,1.1269072932779507
2022-01-07,1.3464397286049974,1.1257803859846727
2022-01-10,1.3943898615203572,1.1257803859846727
2022-01-11,1.4123711613636172,1.1257803859846727
2022-01-12,1.3970271334639213,1.1257803859846727
2022-01-13,1.4377847647335011,1.157498736369949
2022-01-14,1.461759831191181,1.1563412376335789
2022-01-18,1.4636777889498327,1.1563412376335789
2022-01-19,1.4543275276645569,1.1477979613830347
2022-01-20,1.4572045100313447,1.1466501634216517
2022-01-21,1.441141259404357,1.1466501634216517
2022-01-24,1.4617598311911808,1.1466501634216517
2022-01-25,1.4787821064263047,1.1466501634216517
2022-01-26,1.4830976257052968,1.1466501634216517
2022-01-27,1.4857348976488607,1.1466501634216517
2022-01-28,1.4979621413009245,1.1466501634216517
2022-01-31,1.4991608763322846,1.1466501634216517
2022-02-01,1.4989211659090609,1.1453201680280398
2022-02-02,1.5226564304858965,1.1634561966809174
2022-02-03,1.5562216515673168,1.1891032590636519
2022-02-04,1.5507073057993446,1.184889767677193
2022-02-07,1.5252937024294606,1.165471326505111
2022-02-08,1.5384799706896604,1.1755469057436467
2022-02-09,1.5334452286833764,1.1716998778333312
2022-02-10,1.576120817711608,1.2043081389668424
2022-02-11,1.5909854247648563,1.2156661307245824
2022-02-14,1.5411172426332242,1.2144504645938579
2022-02-15,1.5233757446708087,1.2144504645938579
2022-02-16,1.5384799706896601,1.2144504645938579
2022-02-17,1.552145751253928,1.2144504645938579
2022-02-18,1.5713258775861683,1.2144504645938579
2022-02-22,1.5881083509404477,1.2144504645938579
2022-02-23,1.5905058210031675,1.2144504645938579
2022-02-24,1.5775594460814324,1.2144504645938579
2022-02-25,1.617837565046944,1.2144504645938579
2022-02-28,1.721889265673959,1.2144504645938579
2022-03-01,1.8081994683385585,1.2144504645938579
2022-03-02,1.7868616738244427,1.198904799617357
2022-03-03,1.905058758777414,1.278209792570505
2022-03-04,1.974826289968578,1.3250207064917345
2022-03-07,2.0481899347962016,1.3742444529012747
2022-03-08,1.809398294827539,1.214025871093438
2022-03-09,1.7755933633228946,1.2128118452223444
2022-03-10,1.831695113949791,1.2128118452223444
2022-03-11,1.7463437529780867,1.2128118452223444
2022-03-14,1.6454087451410835,1.2128118452223444
2022-03-15,1.6370175084639436,1.2128118452223444
2022-03-16,1.7664829039184633,1.2128118452223444
2022-03-17,1.789498945768007,1.2128118452223444
2022-03-18,1.9069768079936864,1.2128118452223444
2022-03-21,1.883481162382454,1.2128118452223444
2022-03-22,1.9647566230407696,1.2128118452223444
2022-03-23,1.9120115499999701,1.2128118452223444
2022-03-24,1.9357468145768058,1.2266545962100313
2022-03-25,1.7868616738244427,1.1323082484149605
2022-03-28,1.8257013473353707,1.156920384500481
2022-03-29,1.8678975155171547,1.1836594824304716
2022-03-30,1.777031991692719,1.1824758229480412
2022-03-31,1.7782306352664587,1.1824758229480412
2022-04-01,1.8427236225704948,1.1824758229480412
2022-04-04,1.7933350442005513,1.1824758229480412
2022-04-05,1.7513786778996117,1.1824758229480412
2022-04-06,1.7528171233541954,1.1824758229480412
2022-04-07,1.776792189811875,1.1824758229480412
2022-04-08,1.7333973780563516,1.1824758229480412
2022-04-11,1.821625629937223,1.2414802241048442
2022-04-12,1.8801246677115984,1.2402387438807394
2022-04-13,1.9076960307209785,1.2571861674834486
2022-04-14,1.9278351816613548,1.2704580208496967
2022-04-18,1.842723622570495,1.2143688572414146
2022-04-19,1.8518340819749266,1.2203727191555909
2022-04-20,1.8729322575234388,1.2342765770195205
2022-04-21,1.8295372628526743,1.2056789460764583
2022-04-22,1.7897387476488509,1.1794514224066015
2022-04-25,1.8331335594043745,1.178271970984195
2022-04-26,1.830975891222499,1.178271970984195
2022-04-27,1.8719732329153027,1.178271970984195
2022-04-28,1.849916215673895,1.178271970984195
2022-04-29,1.879165643103462,1.178271970984195
2022-05-02,1.8386479051723468,1.178271970984195
2022-05-03,1.9232798605015182,1.2313289120376434
2022-05-04,1.9295134289967824,1.2300975831256058
2022-05-05,1.9690721423197615,1.2540868371773926
2022-05-06,1.8357708313479384,1.1691882619168086
2022-05-09,1.7868616738244425,1.1680190736548917
2022-05-10,1.8743707029780223,1.1680190736548917
2022-05-11,1.8995445959246824,1.1680190736548917
2022-05-12,1.9486933724137816,1.1680190736548917
2022-05-13,1.9925677879309935,1.1680190736548917
2022-05-16,1.9446176550156338,1.1680190736548917
2022-05-17,1.9009830413792659,1.1680190736548917
2022-05-18,1.931910899059502,1.1680190736548917
2022-05-19,1.9575642128526096,1.1680190736548917
2022-05-20,1.9652362268024577,1.1680190736548917
2022-05-23,1.9659554495297495,1.1672785176272695
2022-05-24,1.977463561912142,1.1661112391096422
2022-05-25,2.028050783855825,1.1947764376352603
2022-05-26,2.048909157523493,1.2070646375087075
2022-05-27,2.049148959404337,1.2072059109123194
2022-05-31,2.050827206739765,1.2081946092175369
2022-06-01,2.0918245484325686,1.2323471887535953
2022-06-02,2.1450492252350566,1.263703203233401
2022-06-03,2.1191561095611045,1.248448908444301
2022-06-06,2.1587150057993245,1.2717540630787538
2022-06-07,2.205466312225704,1.299296449981268
2022-06-08,2.1836490968651403,1.2864433720134392
2022-06-09,2.1608726739812,1.2730252004311624
2022-06-10,2.1663870197491724,1.2762738421540392
2022-06-13,2.120594555015688,1.274997568311885
2022-06-14,2.0841525344827208,1.274997568311885
2022-06-15,2.1016544134795327,1.274997568311885
2022-06-16,1.9980819507837244,1.274997568311885
2022-06-17,2.0151044089340893,1.274997568311885
2022-06-21,1.939103309247661,1.274997568311885
2022-06-22,1.893550829310262,1.274997568311885
2022-06-23,1.948453570532937,1.274997568311885
2022-06-24,1.9882522686520012,1.274997568311885
2022-06-27,2.0311676595610773,1.274997568311885
2022-06-28,1.988731689498449,1.274997568311885
2022-06-29,1.9263965532915297,1.274997568311885
2022-06-30,1.9580436336990574,1.274997568311885
2022-07-01,1.7928554404388624,1.274997568311885
2022-07-05,1.7662431020376186,1.274997568311885
2022-07-06,1.8352914105014908,1.274997568311885
2022-07-07,1.8830017415360063,1.274997568311885
2022-07-08,1.8755695294670025,1.274997568311885
2022-07-11,1.7456245302507947,1.274997568311885
2022-07-12,1.7547351725704674,1.274997568311885
2022-07-13,1.746583554858931,1.274997568311885
2022-07-14,1.7679213493730468,1.274997568311885
2022-07-15,1.8415247960815142,1.274997568311885
2022-07-18,1.8712540101880106,1.274997568311885
2022-07-19,1.8614241451410463,1.274997568311885
2022-07-20,1.8098777156739863,1.274997568311885
2022-07-21,1.7868616738244425,1.274997568311885
2022-07-22,1.8273795946707985,1.3026337345504435
2022-07-25,1.8019660827585349,1.2845179046337383
2022-07-26,1.8669384909090183,1.330832994787214
2022-07-27,1.8491968100313616,1.3181859716474884
2022-07-28,1.87125401018801,1.333909280092857
2022-07-29,1.8012466771160016,1.3325753708127641
2022-08-01,1.8204268034482416,1.3454323921718911
2022-08-02,1.7628866073667617,1.3440869597797191
2022-08-03,1.714936474451402,1.3061839993779842
2022-08-04,1.7151762763322462,1.3048778153786063
2022-08-05,1.7631264092476058,1.3048778153786063
2022-08-08,1.7609685581504892,1.3048778153786063
2022-08-09,1.7818269318181574,1.3048778153786063
2022-08-10,1.8288180401253809,1.3048778153786063
2022-08-11,1.7976505634795417,1.3048778153786063
2022-08-12,1.747302777586221,1.3048778153786063
2022-08-15,1.7079836832288453,1.274209615644519
2022-08-16,1.7274036114419298,1.288697493665379
2022-08-17,1.7791896598745929,1.3273315166464352
2022-08-18,1.7755933633228926,1.3246485661640144
2022-08-19,1.7904579703761407,1.3233239175978504
2022-08-22,1.8420043998432005,1.3233239175978504
2022-08-23,1.8710142083071644,1.3233239175978504
2022-08-24,1.8340925840125084,1.3233239175978504
2022-08-25,1.8185087542319682,1.3107566385734466
2022-08-26,1.8865980380877043,1.3598344781064826
2022-08-29,1.8093982948275367,1.3041899420332057
2022-08-30,1.752817123354193,1.3028857520911725
2022-08-31,1.7010308920062887,1.3028857520911725
2022-09-01,1.7125390043886808,1.3028857520911725
2022-09-02,1.7122992025078365,1.3028857520911725
2022-09-06,1.6211940597177976,1.3028857520911725
2022-09-07,1.6324621873041048,1.3028857520911725
2022-09-08,1.7046271885579884,1.3028857520911725
2022-09-09,1.735075625391777,1.3028857520911725
2022-09-12,1.726444586833793,1.3028857520911725
2022-09-13,1.743706663949761,1.3028857520911725
2022-09-14,1.6725006873040131,1.3028857520911725
2022-09-15,1.675857181974869,1.3028857520911725
2022-09-16,1.6794534785265693,1.3043787868912036
2022-09-19,1.6595541294670373,1.2889235872574696
2022-09-20,1.6466075716300612,1.2788684022691796
2022-09-21,1.6535603628526174,1.284268416914624
2022-09-22,1.5660513336990378,1.2829841484977094
2022-09-23,1.5152242184168903,1.2829841484977094
2022-09-26,1.5444737373040778,1.2829841484977094
2022-09-27,1.609446145454561,1.2829841484977094
2022-09-28,1.600815106896577,1.2829841484977094
2022-09-29,1.5650923090909015,1.2829841484977094
2022-09-30,1.627667247178665,1.2829841484977094
2022-10-03,1.6849676413793009,1.2829841484977094
2022-10-04,1.724766339498365,1.2829841484977094
2022-10-05,1.7499400495297843,1.300426872399951
2022-10-06,1.800527454388708,1.3380197149097255
2022-10-07,1.7688803739811803,1.3145019299398863
2022-10-10,1.7202110183385286,1.2783344406838397
2022-10-11,1.7005514711598408,1.2637249096560483
2022-10-12,1.7386717390282362,1.2920530919457593
2022-10-13,1.6823303694357368,1.2501843256039689
2022-10-14,1.6813713448276006,1.248934141278365
2022-10-17,1.6470869924765088,1.248934141278365
2022-10-18,1.6792136766457249,1.248934141278365
2022-10-19,1.6825701713165808,1.248934141278365
2022-10-20,1.6919204326018566,1.248934141278365
2022-10-21,1.6873651114420203,1.248934141278365
